order_id,order_date,status,fulfilment,category,quantity,amount,ship_state,normalized_amount
407-0994909-4122733,2022-04-30,Shipped,Amazon,kurta,1,696.0,RAJASTHAN,0.3129496402877698
402-7042386-5486768,2022-04-30,Shipped,Amazon,kurta,1,363.0,TAMIL NADU,0.16321942446043167
403-7652993-1507525,2022-04-30,Shipped,Amazon,Set,1,631.0,ODISHA,0.2837230215827338
407-3847456-6656309,2022-04-30,Shipped,Amazon,Set,1,1115.0,BIHAR,0.5013489208633094
407-3847456-6656309,2022-04-30,Shipped,Amazon,Set,1,968.0,BIHAR,0.4352517985611511
171-7623384-8040337,2022-04-30,Shipped,Amazon,kurta,1,486.0,MAHARASHTRA,0.2185251798561151
171-7623384-8040337,2022-04-30,Shipped,Amazon,Set,1,597.0,MAHARASHTRA,0.26843525179856115
171-4607096-6413920,2022-04-30,Shipped - Delivered to Buyer,Merchant,Set,1,563.0,MAHARASHTRA,0.25314748201438847
404-6783988-2006729,2022-04-30,Shipped,Amazon,Set,1,597.0,TAMIL NADU,0.26843525179856115
404-6975277-1927553,2022-04-30,Shipped - Delivered to Buyer,Merchant,kurta,1,458.0,WEST BENGAL,0.20593525179856115
402-5586272-3646748,2022-04-30,Shipped,Amazon,Set,1,1065.0,UTTARAKHAND,0.47886690647482016
171-1584788-8864335,2022-04-30,Shipped - Delivered to Buyer,Merchant,Set,1,1099.0,MAHARASHTRA,0.4941546762589928
402-0150402-0900371,2022-04-30,Shipped,Amazon,Western Dress,1,721.0,MADHYA PRADESH,0.32419064748201437
408-6791822-5493964,2022-04-30,Shipped,Amazon,Set,1,968.0,UTTAR PRADESH,0.4352517985611511
405-0483874-0889137,2022-04-30,Shipped,Amazon,Set,1,563.0,UTTAR PRADESH,0.25314748201438847
407-5600921-2143569,2022-04-30,Cancelled,Merchant,Set,0,995.54,KARNATAKA,0.4476348920863309
404-1607808-0769930,2022-04-30,Cancelled,Amazon,Set,0,0.0,BIHAR,0.0
407-5124083-2725136,2022-04-30,Shipped,Amazon,Set,1,682.0,UTTAR PRADESH,0.3066546762589928
407-4766116-5412325,2022-04-30,Shipped,Amazon,kurta,1,399.0,HIMACHAL PRADESH,0.17940647482014388
402-6885004-6990731,2022-04-30,Shipped,Amazon,Set,1,626.0,TAMIL NADU,0.2814748201438849
402-2207276-9869933,2022-04-30,Shipped,Amazon,Set,1,1140.0,TELANGANA,0.512589928057554
407-9494293-9423561,2022-04-30,Shipped,Amazon,kurta,1,486.0,JAMMU & KASHMIR,0.2185251798561151
171-6867266-8495534,2022-04-30,Shipped,Amazon,Set,1,597.0,KARNATAKA,0.26843525179856115
408-3475592-6193128,2022-04-30,Shipped,Amazon,kurta,1,399.0,KARNATAKA,0.17940647482014388
171-1987024-2709164,2022-04-30,Shipped,Amazon,Set,1,660.0,ANDHRA PRADESH,0.29676258992805754
406-1522425-5387565,2022-04-30,Shipped,Amazon,kurta,1,459.0,TELANGANA,0.20638489208633093
171-3270734-5045130,2022-04-30,Shipped,Amazon,Set,1,631.0,DELHI,0.2837230215827338
408-4101226-7217932,2022-04-30,Shipped - Delivered to Buyer,Merchant,kurta,1,459.0,UTTAR PRADESH,0.20638489208633093
171-5719664-5449151,2022-04-30,Cancelled,Amazon,Set,1,597.0,KARNATAKA,0.26843525179856115
403-9400764-4029123,2022-04-30,Shipped,Amazon,Set,1,852.0,KARNATAKA,0.3830935251798561
406-8413944-2634744,2022-04-30,Shipped,Amazon,kurta,1,353.0,TELANGANA,0.15872302158273383
406-8271099-5133911,2022-04-30,Shipped,Amazon,kurta,1,345.0,KARNATAKA,0.15512589928057555
406-8271099-5133911,2022-04-30,Shipped,Amazon,kurta,1,329.0,KARNATAKA,0.147931654676259
405-3441326-1516368,2022-04-30,Shipped,Amazon,Top,1,518.0,WEST BENGAL,0.2329136690647482
408-8009772-6580317,2022-04-30,Shipped,Amazon,Top,1,387.0,WEST BENGAL,0.17401079136690648
402-4774686-7773937,2022-04-30,Shipped - Delivered to Buyer,Merchant,Top,1,339.0,TELANGANA,0.15242805755395683
402-2860689-5652319,2022-04-30,Shipped,Amazon,Western Dress,1,744.0,MADHYA PRADESH,0.3345323741007194
406-6386989-1689108,2022-04-30,Shipped - Delivered to Buyer,Merchant,Set,1,888.0,WEST BENGAL,0.39928057553956836
408-9720884-9553122,2022-04-30,Shipped,Amazon,kurta,1,487.0,ODISHA,0.2189748201438849
408-6428766-2839536,2022-04-30,Shipped - Delivered to Buyer,Merchant,kurta,1,487.0,ODISHA,0.2189748201438849
408-8641795-6914711,2022-04-30,Shipped,Amazon,Top,1,563.0,HARYANA,0.25314748201438847
402-9475978-1434754,2022-04-30,Shipped,Amazon,Western Dress,1,859.0,ANDHRA PRADESH,0.3862410071942446
407-5776821-9327552,2022-04-30,Shipped,Amazon,Set,1,1133.0,MAHARASHTRA,0.5094424460431655
171-6845071-0336346,2022-04-30,Shipped,Amazon,Set,1,788.0,MAHARASHTRA,0.35431654676258995
171-6783343-9758701,2022-04-30,Shipped,Amazon,kurta,1,399.0,PUNJAB,0.17940647482014388
402-0043314-1059527,2022-04-30,Cancelled,Amazon,Western Dress,1,744.0,MADHYA PRADESH,0.3345323741007194
406-6586654-6641140,2022-04-30,Shipped - Delivered to Buyer,Merchant,kurta,1,487.0,KARNATAKA,0.2189748201438849
405-6120626-0941135,2022-04-30,Shipped,Amazon,Set,1,657.0,KARNATAKA,0.2954136690647482
408-9255314-3102740,2022-04-30,Shipped,Amazon,Set,1,1133.0,MAHARASHTRA,0.5094424460431655
408-3436456-9893130,2022-04-30,Shipped,Amazon,kurta,1,399.0,MAHARASHTRA,0.17940647482014388
408-3870331-6287517,2022-04-30,Shipped,Amazon,kurta,1,399.0,UTTARAKHAND,0.17940647482014388
408-3870331-6287517,2022-04-30,Shipped,Amazon,kurta,1,399.0,UTTARAKHAND,0.17940647482014388
407-2882576-2777135,2022-04-30,Shipped - Delivered to Buyer,Merchant,Set,1,1233.0,TELANGANA,0.5544064748201439
403-2256919-4846738,2022-04-30,Shipped - Delivered to Buyer,Merchant,Western Dress,1,825.0,KARNATAKA,0.37095323741007197
403-2920089-2403567,2022-04-30,Shipped,Amazon,Top,1,487.0,TAMIL NADU,0.2189748201438849
406-7792526-4685142,2022-04-30,Shipped,Amazon,Set,1,563.0,TELANGANA,0.25314748201438847
406-7680255-6117120,2022-04-30,Shipped,Amazon,kurta,1,399.0,TELANGANA,0.17940647482014388
402-4646784-8411501,2022-04-30,Shipped - Delivered to Buyer,Merchant,kurta,1,471.0,HARYANA,0.21178057553956833
405-2788163-4515521,2022-04-30,Shipped - Delivered to Buyer,Merchant,kurta,1,342.0,MADHYA PRADESH,0.15377697841726617
405-1757140-2025918,2022-04-30,Shipped,Amazon,kurta,1,432.0,MADHYA PRADESH,0.19424460431654678
403-9105351-8453114,2022-04-30,Shipped,Amazon,kurta,1,399.0,UTTARAKHAND,0.17940647482014388
402-0503400-6235514,2022-04-30,Shipped,Amazon,Set,1,736.0,TAMIL NADU,0.33093525179856115
408-3201739-2676310,2022-04-30,Shipped,Amazon,Set,1,1260.0,MAHARASHTRA,0.5665467625899281
171-8027093-8553945,2022-04-30,Shipped,Amazon,kurta,1,399.0,UTTARAKHAND,0.17940647482014388
403-3331597-7637100,2022-04-30,Shipped,Amazon,Set,1,1133.0,ODISHA,0.5094424460431655
403-4424319-6635501,2022-04-30,Shipped,Amazon,Set,1,759.0,Goa,0.3412769784172662
403-0906375-2269150,2022-04-30,Cancelled,Amazon,kurta,1,475.0,MADHYA PRADESH,0.2135791366906475
406-7261451-5682727,2022-04-30,Shipped,Amazon,Western Dress,1,744.0,KARNATAKA,0.3345323741007194
402-6566640-5417947,2022-04-30,Shipped,Amazon,Western Dress,1,771.0,TELANGANA,0.3466726618705036
402-5302912-6805151,2022-04-30,Shipped - Delivered to Buyer,Merchant,Western Dress,1,725.0,TELANGANA,0.32598920863309355
407-9707366-3029944,2022-04-30,Cancelled,Merchant,kurta,0,473.33,DELHI,0.21282823741007192
402-1365379-0131533,2022-04-30,Cancelled,Amazon,Set,0,0.0,TELANGANA,0.0
408-5540360-9479519,2022-04-30,Shipped - Delivered to Buyer,Merchant,Set,1,759.0,MEGHALAYA,0.3412769784172662
403-2079921-1244300,2022-04-30,Cancelled,Amazon,kurta,1,475.0,MADHYA PRADESH,0.2135791366906475
402-8019936-6115500,2022-04-30,Cancelled,Amazon,Set,1,654.0,KARNATAKA,0.29406474820143885
406-6711228-7576354,2022-04-30,Cancelled,Amazon,Western Dress,1,791.0,KARNATAKA,0.3556654676258993
171-1425554-3718756,2022-04-30,Shipped,Amazon,Western Dress,1,744.0,KARNATAKA,0.3345323741007194
407-9906412-0889129,2022-04-30,Shipped,Amazon,kurta,1,376.0,WEST BENGAL,0.16906474820143885
408-8991303-6559523,2022-04-30,Shipped,Amazon,kurta,1,399.0,TAMIL NADU,0.17940647482014388
408-6046797-8945127,2022-04-30,Shipped,Amazon,Set,1,599.0,WEST BENGAL,0.2693345323741007
171-2134173-5385136,2022-04-30,Shipped,Amazon,kurta,1,782.0,KARNATAKA,0.3516187050359712
171-2134173-5385136,2022-04-30,Shipped,Amazon,kurta,1,362.0,KARNATAKA,0.16276978417266186
402-2155477-9353103,2022-04-30,Shipped,Amazon,Set,1,1173.0,ODISHA,0.5274280575539568
407-8580022-5578715,2022-04-30,Shipped - Delivered to Buyer,Merchant,Western Dress,1,744.0,HARYANA,0.3345323741007194
402-1572540-8678700,2022-04-30,Shipped,Amazon,Western Dress,1,725.0,WEST BENGAL,0.32598920863309355
171-1887627-9813158,2022-04-30,Shipped,Amazon,kurta,1,376.0,ANDHRA PRADESH,0.16906474820143885
408-7712483-3825907,2022-04-30,Shipped - Delivered to Buyer,Merchant,kurta,1,459.0,UTTAR PRADESH,0.20638489208633093
402-3621298-2630741,2022-04-30,Cancelled,Amazon,Set,1,654.0,KARNATAKA,0.29406474820143885
404-8745561-3169903,2022-04-30,Shipped,Amazon,kurta,1,379.0,UTTAR PRADESH,0.1704136690647482
404-1508602-9433941,2022-04-30,Shipped,Amazon,Set,1,696.0,WEST BENGAL,0.3129496402877698
171-9371949-6030721,2022-04-30,Shipped,Amazon,Set,1,597.0,WEST BENGAL,0.26843525179856115
171-2705563-6985105,2022-04-30,Shipped,Amazon,Set,1,692.0,NAGALAND,0.31115107913669066
408-5990312-3581165,2022-04-30,Shipped,Amazon,Set,1,824.0,PUDUCHERRY,0.37050359712230213
403-6062596-1220349,2022-04-30,Shipped,Amazon,kurta,1,399.0,GOA,0.17940647482014388
171-8220241-5105927,2022-04-30,Shipped,Amazon,kurta,1,737.0,KARNATAKA,0.33138489208633093
408-9405529-3743511,2022-04-30,Shipped,Amazon,kurta,1,399.0,TELANGANA,0.17940647482014388
402-3595365-1666728,2022-04-30,Cancelled,Amazon,Set,1,899.0,UTTAR PRADESH,0.40422661870503596
407-3271219-3762757,2022-04-30,Shipped,Amazon,kurta,1,368.0,MAHARASHTRA,0.16546762589928057
402-3660716-8589107,2022-04-30,Shipped - Delivered to Buyer,Merchant,kurta,1,471.0,KERALA,0.21178057553956833
171-3953233-6135505,2022-04-30,Shipped,Amazon,kurta,1,399.0,UTTAR PRADESH,0.17940647482014388
402-5525660-2118707,2022-04-30,Shipped,Amazon,kurta,1,376.0,TAMIL NADU,0.16906474820143885
406-9941718-1734719,2022-04-30,Shipped - Delivered to Buyer,Merchant,kurta,1,544.0,KARNATAKA,0.2446043165467626
171-1297873-2176339,2022-04-30,Shipped,Amazon,kurta,1,499.0,TELANGANA,0.2243705035971223
407-6401192-4057954,2022-04-30,Shipped,Amazon,Top,1,426.0,KARNATAKA,0.19154676258992806
406-3397500-8084361,2022-04-30,Shipped,Amazon,kurta,1,399.0,KARNATAKA,0.17940647482014388
171-9620288-8918704,2022-04-30,Cancelled,Amazon,Set,0,0.0,UTTARAKHAND,0.0
402-8089760-1132331,2022-04-30,Shipped,Amazon,Set,1,995.0,DELHI,0.44739208633093525
403-7042175-3905937,2022-04-30,Shipped,Amazon,kurta,1,499.0,WEST BENGAL,0.2243705035971223
403-7042175-3905937,2022-04-30,Shipped,Amazon,kurta,1,499.0,WEST BENGAL,0.2243705035971223
407-4629176-4141949,2022-04-30,Shipped,Amazon,Set,1,597.0,MAHARASHTRA,0.26843525179856115
171-7306449-0588335,2022-04-30,Shipped,Amazon,kurta,1,562.0,DELHI,0.2526978417266187
407-1396965-6726703,2022-04-30,Shipped,Amazon,kurta,1,696.0,BIHAR,0.3129496402877698
407-0624641-6557144,2022-04-30,Shipped,Amazon,Set,1,788.0,TELANGANA,0.35431654676258995
405-8444009-8723509,2022-04-30,Shipped,Amazon,kurta,1,399.0,DELHI,0.17940647482014388
406-5729580-2175565,2022-04-30,Shipped,Amazon,Set,1,1099.0,WEST BENGAL,0.4941546762589928
404-2255967-5457950,2022-04-30,Shipped,Amazon,Set,1,476.0,TELANGANA,0.21402877697841727
408-5020509-5674715,2022-04-30,Shipped - Returned to Seller,Merchant,Western Dress,1,0.0,DELHI,0.0
407-7642883-3094732,2022-04-30,Shipped - Delivered to Buyer,Merchant,Western Dress,1,885.0,ASSAM,0.397931654676259
404-7608918-0571517,2022-04-30,Shipped,Amazon,Set,1,654.0,JAMMU & KASHMIR,0.29406474820143885
171-6589781-2209965,2022-04-30,Shipped,Amazon,Western Dress,1,625.0,MAHARASHTRA,0.2810251798561151
405-9442254-2207515,2022-04-30,Shipped - Delivered to Buyer,Merchant,kurta,1,505.0,KERALA,0.227068345323741
405-3071731-6600369,2022-04-30,Shipped,Amazon,kurta,1,563.0,KERALA,0.25314748201438847
404-6026001-1717923,2022-04-30,Cancelled,Merchant,kurta,0,344.76,UTTAR PRADESH,0.15501798561151078
404-4026534-0431517,2022-04-30,Cancelled,Amazon,Set,0,0.0,MAHARASHTRA,0.0
406-4970885-3273941,2022-04-30,Shipped - Delivered to Buyer,Merchant,kurta,1,666.0,MAHARASHTRA,0.2994604316546763
406-2942566-8263534,2022-04-30,Shipped - Delivered to Buyer,Merchant,kurta,1,399.0,TELANGANA,0.17940647482014388
406-7501816-7391539,2022-04-30,Shipped - Delivered to Buyer,Merchant,kurta,1,432.0,UTTARAKHAND,0.19424460431654678
408-3137526-3167563,2022-04-30,Shipped,Amazon,kurta,1,0.0,WEST BENGAL,0.0
408-5211576-2061139,2022-04-30,Shipped,Amazon,Set,1,1099.0,JHARKHAND,0.4941546762589928
406-9632792-8869139,2022-04-30,Shipped,Amazon,kurta,1,353.0,KARNATAKA,0.15872302158273383
408-7971979-8745937,2022-04-30,Shipped - Delivered to Buyer,Merchant,Western Dress,1,0.0,PUNJAB,0.0
405-5166820-2566738,2022-04-30,Shipped,Amazon,Set,1,563.0,KARNATAKA,0.25314748201438847
405-8932002-4271522,2022-04-30,Shipped,Amazon,Set,1,788.0,TELANGANA,0.35431654676258995
404-1855398-2642751,2022-04-30,Shipped,Amazon,Set,1,654.0,BIHAR,0.29406474820143885
408-0912805-7526753,2022-04-30,Shipped,Amazon,Set,1,0.0,MAHARASHTRA,0.0
402-2403704-9667560,2022-04-30,Shipped,Amazon,kurta,1,399.0,TELANGANA,0.17940647482014388
405-2569549-3466719,2022-04-30,Shipped,Amazon,Set,1,696.0,UTTAR PRADESH,0.3129496402877698
405-2822825-3877133,2022-04-30,Shipped,Amazon,Set,1,1112.0,UTTAR PRADESH,0.5
171-5222377-4501935,2022-04-30,Shipped,Amazon,kurta,1,517.0,ANDHRA PRADESH,0.23246402877697842
171-2644368-7969167,2022-04-30,Shipped,Amazon,Set,1,888.0,ANDHRA PRADESH,0.39928057553956836
171-2644368-7969167,2022-04-30,Shipped,Amazon,kurta,1,399.0,ANDHRA PRADESH,0.17940647482014388
171-2644368-7969167,2022-04-30,Shipped,Amazon,kurta,1,442.0,ANDHRA PRADESH,0.19874100719424462
171-2644368-7969167,2022-04-30,Shipped,Amazon,Set,1,1149.0,ANDHRA PRADESH,0.516636690647482
171-2644368-7969167,2022-04-30,Shipped,Amazon,Ethnic Dress,1,845.0,ANDHRA PRADESH,0.37994604316546765
171-1758807-7455529,2022-04-30,Shipped,Amazon,Set,1,788.0,WEST BENGAL,0.35431654676258995
404-5848202-7366725,2022-04-30,Cancelled,Merchant,Western Dress,0,734.29,TELANGANA,0.33016636690647483
408-8224264-0017161,2022-04-30,Shipped,Amazon,Set,1,788.0,DELHI,0.35431654676258995
408-6529937-6381928,2022-04-30,Shipped,Amazon,Set,1,654.0,GOA,0.29406474820143885
407-2028379-9672355,2022-04-30,Shipped,Amazon,kurta,1,518.0,TAMIL NADU,0.2329136690647482
402-9221687-4573915,2022-04-30,Shipped,Amazon,Set,1,626.0,TELANGANA,0.2814748201438849
405-2668017-2013957,2022-04-30,Shipped,Amazon,kurta,1,534.0,UTTAR PRADESH,0.24010791366906475
408-3337319-8990747,2022-04-30,Shipped,Amazon,kurta,1,475.0,Gujarat,0.2135791366906475
407-1256885-2004349,2022-04-30,Shipped,Amazon,kurta,1,549.0,ODISHA,0.2468525179856115
404-3723311-1030756,2022-04-30,Shipped,Amazon,kurta,1,518.0,TAMIL NADU,0.2329136690647482
171-5542306-9306709,2022-04-30,Cancelled,Amazon,Western Dress,0,0.0,MAHARASHTRA,0.0
406-3702147-1800341,2022-04-30,Shipped - Delivered to Buyer,Merchant,Western Dress,1,725.0,TELANGANA,0.32598920863309355
404-5867260-9073129,2022-04-30,Cancelled,Merchant,kurta,0,437.14,TAMIL NADU,0.19655575539568346
403-8966287-7773106,2022-04-30,Shipped,Amazon,kurta,1,363.0,KARNATAKA,0.16321942446043167
408-1512444-4965152,2022-04-30,Shipped,Amazon,kurta,1,399.0,BIHAR,0.17940647482014388
171-9451879-3651542,2022-04-30,Shipped,Amazon,kurta,1,487.0,WEST BENGAL,0.2189748201438849
408-8501185-0578768,2022-04-30,Cancelled,Amazon,Set,1,824.0,PUDUCHERRY,0.37050359712230213
402-0251823-0845133,2022-04-30,Shipped - Delivered to Buyer,Merchant,kurta,1,353.0,MEGHALAYA,0.15872302158273383
408-5190897-8781155,2022-04-30,Shipped,Amazon,Top,1,487.0,MAHARASHTRA,0.2189748201438849
403-3109934-4911514,2022-04-30,Shipped,Amazon,Set,1,597.0,ANDHRA PRADESH,0.26843525179856115
407-0718034-7893108,2022-04-30,Shipped,Amazon,Set,1,654.0,UTTAR PRADESH,0.29406474820143885
404-0752237-5721965,2022-04-30,Shipped,Amazon,Set,1,597.0,TELANGANA,0.26843525179856115
403-6818986-3510737,2022-04-30,Cancelled,Amazon,kurta,1,363.0,KARNATAKA,0.16321942446043167
403-4673019-6572340,2022-04-30,Shipped,Amazon,kurta,1,471.0,MADHYA PRADESH,0.21178057553956833
171-4549643-0067500,2022-04-30,Cancelled,Amazon,kurta,0,0.0,MAHARASHTRA,0.0
404-3622512-3887551,2022-04-30,Shipped,Amazon,Western Dress,1,744.0,ASSAM,0.3345323741007194
406-6906315-9570765,2022-04-30,Shipped,Amazon,kurta,1,399.0,TAMIL NADU,0.17940647482014388
407-3562449-1962729,2022-04-30,Shipped - Delivered to Buyer,Merchant,kurta,1,568.0,KARNATAKA,0.25539568345323743
408-2593644-6317933,2022-04-30,Shipped,Amazon,Set,1,835.0,KARNATAKA,0.3754496402877698
407-7607527-1189964,2022-04-30,Shipped - Rejected by Buyer,Merchant,kurta,1,568.0,KARNATAKA,0.25539568345323743
405-7398388-2654744,2022-04-30,Shipped,Amazon,Western Dress,1,899.0,JHARKHAND,0.40422661870503596
405-5066690-4132337,2022-04-30,Shipped,Amazon,kurta,1,406.0,KARNATAKA,0.18255395683453238
408-6466311-6949931,2022-04-30,Shipped,Amazon,Set,1,0.0,UTTAR PRADESH,0.0
171-4643830-2345965,2022-04-30,Cancelled,Merchant,Set,0,570.48,MAHARASHTRA,0.25651079136690647
404-1051549-5381167,2022-04-30,Shipped - Delivered to Buyer,Merchant,kurta,1,399.0,TELANGANA,0.17940647482014388
406-7625210-8793109,2022-04-30,Shipped,Amazon,Set,1,789.0,TAMIL NADU,0.3547661870503597
406-8665288-2025908,2022-04-30,Shipped,Amazon,Saree,1,620.0,DELHI,0.2787769784172662
408-6732772-4525113,2022-04-30,Shipped - Delivered to Buyer,Merchant,Set,1,0.0,MAHARASHTRA,0.0
171-7068385-2777168,2022-04-30,Shipped - Delivered to Buyer,Merchant,Set,1,631.0,MAHARASHTRA,0.2837230215827338
405-9930530-1209919,2022-04-30,Shipped,Amazon,kurta,1,499.0,MADHYA PRADESH,0.2243705035971223
407-0288006-5535531,2022-04-30,Shipped,Amazon,Western Dress,1,807.0,TELANGANA,0.36285971223021585
403-6363820-3080315,2022-04-30,Shipped,Amazon,Set,1,666.0,PUDUCHERRY,0.2994604316546763
408-7937211-8974712,2022-04-30,Shipped,Amazon,Set,1,0.0,MAHARASHTRA,0.0
407-4283259-6933941,2022-04-30,Shipped,Amazon,kurta,1,329.0,TAMIL NADU,0.147931654676259
407-3630361-4581152,2022-04-30,Cancelled,Amazon,kurta,0,0.0,TAMIL NADU,0.0
408-6348199-2089932,2022-04-30,Shipped,Amazon,Set,1,0.0,JHARKHAND,0.0
408-5824761-8505932,2022-04-30,Shipped - Delivered to Buyer,Merchant,kurta,1,399.0,UTTAR PRADESH,0.17940647482014388
406-0673842-3693910,2022-04-30,Shipped,Amazon,kurta,1,399.0,KARNATAKA,0.17940647482014388
405-0722232-7258752,2022-04-30,Shipped,Amazon,kurta,1,487.0,MADHYA PRADESH,0.2189748201438849
408-0224364-7467540,2022-04-30,Shipped,Amazon,Set,1,1033.0,DELHI,0.46447841726618705
408-2445040-0957913,2022-04-30,Shipped,Amazon,Top,1,625.0,KARNATAKA,0.2810251798561151
406-8412164-3153129,2022-04-30,Shipped,Amazon,Top,1,432.0,MAHARASHTRA,0.19424460431654678
407-5524319-6977912,2022-04-30,Cancelled,Amazon,kurta,0,0.0,KERALA,0.0
407-7757868-6086759,2022-04-30,Shipped,Amazon,Set,1,1115.0,DELHI,0.5013489208633094
171-5065107-7793119,2022-04-30,Shipped,Amazon,kurta,1,511.0,UTTAR PRADESH,0.2297661870503597
403-0216195-8439543,2022-04-30,Shipped,Amazon,Set,1,599.0,ODISHA,0.2693345323741007
402-9874837-4557125,2022-04-30,Shipped,Amazon,Top,1,545.0,MAHARASHTRA,0.24505395683453238
408-8892348-9765950,2022-04-30,Shipped,Amazon,kurta,1,353.0,MAHARASHTRA,0.15872302158273383
408-6417023-0253911,2022-04-30,Shipped,Amazon,Set,1,563.0,MAHARASHTRA,0.25314748201438847
407-4004149-2857161,2022-04-30,Shipped,Amazon,Top,1,487.0,MAHARASHTRA,0.2189748201438849
404-6408992-6781106,2022-04-30,Shipped,Amazon,kurta,1,352.0,TAMIL NADU,0.15827338129496402
407-9345273-2408359,2022-04-30,Shipped,Amazon,kurta,1,376.0,TAMIL NADU,0.16906474820143885
408-0266080-9401113,2022-04-30,Shipped - Returned to Seller,Merchant,Top,1,599.0,HARYANA,0.2693345323741007
404-6096382-3389133,2022-04-30,Shipped - Delivered to Buyer,Merchant,Blouse,1,329.0,PUNJAB,0.147931654676259
405-9737320-3923530,2022-04-30,Shipped,Amazon,Set,1,1133.0,GOA,0.5094424460431655
402-7908398-5262750,2022-04-30,Shipped,Amazon,Set,1,684.0,MANIPUR,0.30755395683453235
407-6861831-9368312,2022-04-30,Cancelled,Amazon,Set,0,0.0,ASSAM,0.0
406-4290163-4557960,2022-04-30,Cancelled,Amazon,kurta,1,435.0,TELANGANA,0.19559352517985612
405-9000587-4386763,2022-04-30,Shipped,Amazon,kurta,1,399.0,MAHARASHTRA,0.17940647482014388
405-9000587-4386763,2022-04-30,Shipped,Amazon,kurta,1,399.0,MAHARASHTRA,0.17940647482014388
404-7760595-7490722,2022-04-30,Cancelled,Amazon,kurta,1,399.0,KARNATAKA,0.17940647482014388
403-8206114-6438765,2022-04-30,Shipped,Amazon,Set,1,788.0,WEST BENGAL,0.35431654676258995
404-6734371-2217151,2022-04-30,Shipped - Delivered to Buyer,Merchant,kurta,1,549.0,KARNATAKA,0.2468525179856115
403-9844758-9663515,2022-04-30,Shipped,Amazon,Set,1,654.0,MAHARASHTRA,0.29406474820143885
402-1037282-5400318,2022-04-30,Shipped,Amazon,kurta,1,399.0,MAHARASHTRA,0.17940647482014388
408-6497115-2636366,2022-04-30,Shipped - Delivered to Buyer,Merchant,Set,1,599.0,TELANGANA,0.2693345323741007
408-2311178-4563550,2022-04-30,Shipped,Amazon,Set,1,874.0,TELANGANA,0.39298561151079137
171-7904830-1900363,2022-04-30,Shipped - Delivered to Buyer,Merchant,kurta,1,533.0,TELANGANA,0.23965827338129497
406-9476969-2801163,2022-04-30,Shipped,Amazon,kurta,1,399.0,KARNATAKA,0.17940647482014388
403-2867551-8904322,2022-04-30,Shipped,Amazon,Western Dress,1,744.0,KARNATAKA,0.3345323741007194
407-0133690-8157926,2022-04-30,Shipped,Amazon,kurta,1,499.0,Gujarat,0.2243705035971223
402-2892726-4411563,2022-04-30,Cancelled,Amazon,kurta,1,399.0,MAHARASHTRA,0.17940647482014388
402-9688522-2179563,2022-04-30,Shipped,Amazon,kurta,1,376.0,ANDHRA PRADESH,0.16906474820143885
404-7977517-7125147,2022-04-30,Shipped,Amazon,kurta,1,486.0,KARNATAKA,0.2185251798561151
403-4009455-2766717,2022-04-30,Shipped,Amazon,kurta,1,399.0,RAJASTHAN,0.17940647482014388
408-8960391-6097167,2022-04-30,Cancelled,Amazon,kurta,0,0.0,MAHARASHTRA,0.0
406-9811989-3946709,2022-04-30,Shipped,Amazon,kurta,1,424.0,MAHARASHTRA,0.1906474820143885
406-0361691-7797129,2022-04-30,Shipped - Delivered to Buyer,Merchant,kurta,1,362.0,MAHARASHTRA,0.16276978417266186
408-9628391-5712365,2022-04-30,Shipped,Amazon,Top,1,599.0,PUNJAB,0.2693345323741007
408-1587720-2667552,2022-04-30,Shipped,Amazon,Set,1,597.0,WEST BENGAL,0.26843525179856115
171-5980259-5726757,2022-04-30,Shipped,Amazon,Top,1,487.0,TELANGANA,0.2189748201438849
405-2266530-9531500,2022-04-30,Shipped - Delivered to Buyer,Merchant,Set,1,563.0,MAHARASHTRA,0.25314748201438847
408-3468189-1632369,2022-04-30,Shipped,Amazon,kurta,1,487.0,TAMIL NADU,0.2189748201438849
402-8199412-5613164,2022-04-30,Shipped,Amazon,Set,1,1099.0,MADHYA PRADESH,0.4941546762589928
406-8049367-7383569,2022-04-30,Shipped,Amazon,Set,1,654.0,HARYANA,0.29406474820143885
404-4084311-5014713,2022-04-30,Shipped,Amazon,kurta,1,329.0,TELANGANA,0.147931654676259
405-4491602-9761902,2022-04-30,Cancelled,Amazon,Western Dress,0,0.0,CHHATTISGARH,0.0
404-3973098-9107502,2022-04-30,Shipped,Amazon,Set,1,1186.0,ODISHA,0.533273381294964
404-8364446-3952321,2022-04-30,Shipped,Amazon,Western Dress,1,588.0,ANDHRA PRADESH,0.2643884892086331
408-4378624-3886712,2022-04-30,Cancelled,Amazon,kurta,0,0.0,UTTAR PRADESH,0.0
408-2058872-0942730,2022-04-30,Shipped,Amazon,kurta,1,329.0,ANDHRA PRADESH,0.147931654676259
408-2058872-0942730,2022-04-30,Shipped,Amazon,kurta,1,259.0,ANDHRA PRADESH,0.1164568345323741
404-5141245-7726736,2022-04-30,Shipped,Amazon,kurta,1,487.0,ANDHRA PRADESH,0.2189748201438849
405-5489495-6651552,2022-04-30,Shipped - Delivered to Buyer,Merchant,Set,1,549.0,UTTARAKHAND,0.2468525179856115
171-6816175-3049154,2022-04-30,Shipped,Amazon,Set,1,626.0,ANDHRA PRADESH,0.2814748201438849
408-7342331-1733136,2022-04-30,Cancelled,Amazon,kurta,0,0.0,MAHARASHTRA,0.0
