order_id,order_date,status,fulfilment,category,quantity,amount,ship_state
407-2882576-2777135,2022-04-30,Shipped - Delivered to Buyer,Merchant,Set,1,1233,TELANGANA
403-2256919-4846738,2022-04-30,Shipped - Delivered to Buyer,Merchant,Western Dress,1,825,KARNATAKA
403-2920089-2403567,2022-04-30,Shipped,Amazon,Top,1,487,TAMIL NADU
406-7792526-4685142,2022-04-30,Shipped,Amazon,Set,1,563,TELANGANA
406-7680255-6117120,2022-04-30,Shipped,Amazon,kurta,1,399,TELANGANA
402-4646784-8411501,2022-04-30,Shipped - Delivered to Buyer,Merchant,kurta,1,471,HARYANA
405-2788163-4515521,2022-04-30,Shipped - Delivered to Buyer,Merchant,kurta,1,342,MADHYA PRADESH
405-1757140-2025918,2022-04-30,Shipped,Amazon,kurta,1,432,MADHYA PRADESH
403-9105351-8453114,2022-04-30,Shipped,Amazon,kurta,1,399,UTTARAKHAND
402-0503400-6235514,2022-04-30,Shipped,Amazon,Set,1,736,TAMIL NADU
408-3201739-2676310,2022-04-30,Shipped,Amazon,Set,1,1260,MAHARASHTRA
171-8027093-8553945,2022-04-30,Shipped,Amazon,kurta,1,399,UTTARAKHAND
403-3331597-7637100,2022-04-30,Shipped,Amazon,Set,1,1133,ODISHA
403-4424319-6635501,2022-04-30,Shipped,Amazon,Set,1,759,Goa
403-0906375-2269150,2022-04-30,Cancelled,Amazon,kurta,1,475,MADHYA PRADESH
406-7261451-5682727,2022-04-30,Shipped,Amazon,Western Dress,1,744,KARNATAKA
407-5096970-7475550,2022-04-30,Cancelled,Merchant,Set,0,1902.86,UTTAR PRADESH
402-6566640-5417947,2022-04-30,Shipped,Amazon,Western Dress,1,771,TELANGANA
402-5302912-6805151,2022-04-30,Shipped - Delivered to Buyer,Merchant,Western Dress,1,725,TELANGANA
407-9707366-3029944,2022-04-30,Cancelled,Merchant,kurta,0,473.33,DELHI
402-1365379-0131533,2022-04-30,Cancelled,Amazon,Set,0,,TELANGANA
408-5540360-9479519,2022-04-30,Shipped - Delivered to Buyer,Merchant,Set,1,759,MEGHALAYA
403-2079921-1244300,2022-04-30,Cancelled,Amazon,kurta,1,475,MADHYA PRADESH
402-8019936-6115500,2022-04-30,Cancelled,Amazon,Set,1,654,KARNATAKA
406-6711228-7576354,2022-04-30,Cancelled,Amazon,Western Dress,1,791,KARNATAKA
171-1425554-3718756,2022-04-30,Shipped,Amazon,Western Dress,1,744,KARNATAKA
407-9906412-0889129,2022-04-30,Shipped,Amazon,kurta,1,376,WEST BENGAL
408-8991303-6559523,2022-04-30,Shipped,Amazon,kurta,1,399,TAMIL NADU
408-6046797-8945127,2022-04-30,Shipped,Amazon,Set,1,599,WEST BENGAL
171-2134173-5385136,2022-04-30,Shipped,Amazon,kurta,1,782,KARNATAKA
171-2134173-5385136,2022-04-30,Shipped,Amazon,kurta,1,362,KARNATAKA
402-2155477-9353103,2022-04-30,Shipped,Amazon,Set,1,1173,ODISHA
407-8580022-5578715,2022-04-30,Shipped - Delivered to Buyer,Merchant,Western Dress,1,744,HARYANA
402-1572540-8678700,2022-04-30,Shipped,Amazon,Western Dress,1,725,WEST BENGAL
171-1887627-9813158,2022-04-30,Shipped,Amazon,kurta,1,376,ANDHRA PRADESH
408-7712483-3825907,2022-04-30,Shipped - Delivered to Buyer,Merchant,kurta,1,459,UTTAR PRADESH
402-3621298-2630741,2022-04-30,Cancelled,Amazon,Set,1,654,KARNATAKA
404-8745561-3169903,2022-04-30,Shipped,Amazon,kurta,1,379,UTTAR PRADESH
404-1508602-9433941,2022-04-30,Shipped,Amazon,Set,1,696,WEST BENGAL
171-9371949-6030721,2022-04-30,Shipped,Amazon,Set,1,597,WEST BENGAL
171-2705563-6985105,2022-04-30,Shipped,Amazon,Set,1,692,NAGALAND
171-3537751-4007556,2022-04-30,Shipped,Amazon,Set,1,1999,ANDHRA PRADESH
408-5990312-3581165,2022-04-30,Shipped,Amazon,Set,1,824,PUDUCHERRY
403-6062596-1220349,2022-04-30,Shipped,Amazon,kurta,1,399,GOA
171-8220241-5105927,2022-04-30,Shipped,Amazon,kurta,1,737,KARNATAKA
408-9405529-3743511,2022-04-30,Shipped,Amazon,kurta,1,399,TELANGANA
402-3595365-1666728,2022-04-30,Cancelled,Amazon,Set,1,899,UTTAR PRADESH
407-3271219-3762757,2022-04-30,Shipped,Amazon,kurta,1,368,MAHARASHTRA
402-3660716-8589107,2022-04-30,Shipped - Delivered to Buyer,Merchant,kurta,1,471,KERALA
171-3953233-6135505,2022-04-30,Shipped,Amazon,kurta,1,399,UTTAR PRADESH
402-5525660-2118707,2022-04-30,Shipped,Amazon,kurta,1,376,TAMIL NADU
406-9941718-1734719,2022-04-30,Shipped - Delivered to Buyer,Merchant,kurta,1,544,KARNATAKA
171-1297873-2176339,2022-04-30,Shipped,Amazon,kurta,1,499,TELANGANA
407-6401192-4057954,2022-04-30,Shipped,Amazon,Top,1,426,KARNATAKA
406-3397500-8084361,2022-04-30,Shipped,Amazon,kurta,1,399,KARNATAKA
171-9620288-8918704,2022-04-30,Cancelled,Amazon,Set,0,,UTTARAKHAND
402-8089760-1132331,2022-04-30,Shipped,Amazon,Set,1,995,DELHI
403-7042175-3905937,2022-04-30,Shipped,Amazon,kurta,1,499,WEST BENGAL
403-7042175-3905937,2022-04-30,Shipped,Amazon,kurta,1,499,WEST BENGAL
407-4629176-4141949,2022-04-30,Shipped,Amazon,Set,1,597,MAHARASHTRA
171-7306449-0588335,2022-04-30,Shipped,Amazon,kurta,1,562,DELHI
407-1396965-6726703,2022-04-30,Shipped,Amazon,kurta,1,696,BIHAR
407-0624641-6557144,2022-04-30,Shipped,Amazon,Set,1,788,TELANGANA
405-8444009-8723509,2022-04-30,Shipped,Amazon,kurta,1,399,DELHI
406-5729580-2175565,2022-04-30,Shipped,Amazon,Set,1,1099,WEST BENGAL
404-2255967-5457950,2022-04-30,Shipped,Amazon,Set,1,476,TELANGANA
408-5020509-5674715,2022-04-30,Shipped - Returned to Seller,Merchant,Western Dress,1,0,DELHI
407-7642883-3094732,2022-04-30,Shipped - Delivered to Buyer,Merchant,Western Dress,1,885,ASSAM
404-7608918-0571517,2022-04-30,Shipped,Amazon,Set,1,654,JAMMU & KASHMIR
171-6589781-2209965,2022-04-30,Shipped,Amazon,Western Dress,1,625,MAHARASHTRA
405-9442254-2207515,2022-04-30,Shipped - Delivered to Buyer,Merchant,kurta,1,505,KERALA
405-3071731-6600369,2022-04-30,Shipped,Amazon,kurta,1,563,KERALA
404-6026001-1717923,2022-04-30,Cancelled,Merchant,kurta,0,344.76,UTTAR PRADESH
404-4026534-0431517,2022-04-30,Cancelled,Amazon,Set,0,,MAHARASHTRA
406-4970885-3273941,2022-04-30,Shipped - Delivered to Buyer,Merchant,kurta,1,666,MAHARASHTRA
406-2942566-8263534,2022-04-30,Shipped - Delivered to Buyer,Merchant,kurta,1,399,TELANGANA
406-7501816-7391539,2022-04-30,Shipped - Delivered to Buyer,Merchant,kurta,1,432,UTTARAKHAND
408-3137526-3167563,2022-04-30,Shipped,Amazon,kurta,1,0,WEST BENGAL
408-5211576-2061139,2022-04-30,Shipped,Amazon,Set,1,1099,JHARKHAND
406-9632792-8869139,2022-04-30,Shipped,Amazon,kurta,1,353,KARNATAKA
408-7971979-8745937,2022-04-30,Shipped - Delivered to Buyer,Merchant,Western Dress,1,0,PUNJAB
405-5166820-2566738,2022-04-30,Shipped,Amazon,Set,1,563,KARNATAKA
405-8932002-4271522,2022-04-30,Shipped,Amazon,Set,1,788,TELANGANA
404-1855398-2642751,2022-04-30,Shipped,Amazon,Set,1,654,BIHAR
408-0912805-7526753,2022-04-30,Shipped,Amazon,Set,1,0,MAHARASHTRA
402-2403704-9667560,2022-04-30,Shipped,Amazon,kurta,1,399,TELANGANA
405-2569549-3466719,2022-04-30,Shipped,Amazon,Set,1,696,UTTAR PRADESH
405-2822825-3877133,2022-04-30,Shipped,Amazon,Set,1,1112,UTTAR PRADESH
171-5222377-4501935,2022-04-30,Shipped,Amazon,kurta,1,517,ANDHRA PRADESH
171-2644368-7969167,2022-04-30,Shipped,Amazon,Set,1,888,ANDHRA PRADESH
171-2644368-7969167,2022-04-30,Shipped,Amazon,Set,1,1463,ANDHRA PRADESH
171-2644368-7969167,2022-04-30,Shipped,Amazon,kurta,1,399,ANDHRA PRADESH
171-2644368-7969167,2022-04-30,Shipped,Amazon,kurta,1,442,ANDHRA PRADESH
171-2644368-7969167,2022-04-30,Shipped,Amazon,Set,1,1149,ANDHRA PRADESH
171-2644368-7969167,2022-04-30,Shipped,Amazon,Ethnic Dress,1,845,ANDHRA PRADESH
171-1758807-7455529,2022-04-30,Shipped,Amazon,Set,1,788,WEST BENGAL
404-5848202-7366725,2022-04-30,Cancelled,Merchant,Western Dress,0,734.29,TELANGANA
408-8224264-0017161,2022-04-30,Shipped,Amazon,Set,1,788,DELHI
408-6529937-6381928,2022-04-30,Shipped,Amazon,Set,1,654,GOA
407-2028379-9672355,2022-04-30,Shipped,Amazon,kurta,1,518,TAMIL NADU
402-9221687-4573915,2022-04-30,Shipped,Amazon,Set,1,626,TELANGANA
405-2668017-2013957,2022-04-30,Shipped,Amazon,kurta,1,534,UTTAR PRADESH
408-3337319-8990747,2022-04-30,Shipped,Amazon,kurta,1,475,Gujarat
407-1256885-2004349,2022-04-30,Shipped,Amazon,kurta,1,549,ODISHA
404-3723311-1030756,2022-04-30,Shipped,Amazon,kurta,1,518,TAMIL NADU
171-5542306-9306709,2022-04-30,Cancelled,Amazon,Western Dress,0,,MAHARASHTRA
406-3702147-1800341,2022-04-30,Shipped - Delivered to Buyer,Merchant,Western Dress,1,725,TELANGANA
404-5867260-9073129,2022-04-30,Cancelled,Merchant,kurta,0,437.14,TAMIL NADU
404-0532727-2082745,2022-04-30,Shipped,Amazon,Set,1,1499,TELANGANA
403-8966287-7773106,2022-04-30,Shipped,Amazon,kurta,1,363,KARNATAKA
408-1512444-4965152,2022-04-30,Shipped,Amazon,kurta,1,399,BIHAR
171-9451879-3651542,2022-04-30,Shipped,Amazon,kurta,1,487,WEST BENGAL
408-8501185-0578768,2022-04-30,Cancelled,Amazon,Set,1,824,PUDUCHERRY
402-0251823-0845133,2022-04-30,Shipped - Delivered to Buyer,Merchant,kurta,1,353,MEGHALAYA
408-5190897-8781155,2022-04-30,Shipped,Amazon,Top,1,487,MAHARASHTRA
403-3109934-4911514,2022-04-30,Shipped,Amazon,Set,1,597,ANDHRA PRADESH
407-0718034-7893108,2022-04-30,Shipped,Amazon,Set,1,654,UTTAR PRADESH
404-0752237-5721965,2022-04-30,Shipped,Amazon,Set,1,597,TELANGANA
403-6818986-3510737,2022-04-30,Cancelled,Amazon,kurta,1,363,KARNATAKA
403-4673019-6572340,2022-04-30,Shipped,Amazon,kurta,1,471,MADHYA PRADESH
171-4549643-0067500,2022-04-30,Cancelled,Amazon,kurta,0,,MAHARASHTRA
404-3622512-3887551,2022-04-30,Shipped,Amazon,Western Dress,1,744,ASSAM
406-6906315-9570765,2022-04-30,Shipped,Amazon,kurta,1,399,TAMIL NADU
407-3562449-1962729,2022-04-30,Shipped - Delivered to Buyer,Merchant,kurta,1,568,KARNATAKA
408-2593644-6317933,2022-04-30,Shipped,Amazon,Set,1,835,KARNATAKA
407-7607527-1189964,2022-04-30,Shipped - Rejected by Buyer,Merchant,kurta,1,568,KARNATAKA
405-7398388-2654744,2022-04-30,Shipped,Amazon,Western Dress,1,899,JHARKHAND
405-5066690-4132337,2022-04-30,Shipped,Amazon,kurta,1,406,KARNATAKA
408-6466311-6949931,2022-04-30,Shipped,Amazon,Set,1,0,UTTAR PRADESH
171-4643830-2345965,2022-04-30,Cancelled,Merchant,Set,0,570.48,MAHARASHTRA
404-1051549-5381167,2022-04-30,Shipped - Delivered to Buyer,Merchant,kurta,1,399,TELANGANA
406-7625210-8793109,2022-04-30,Shipped,Amazon,Set,1,789,TAMIL NADU
406-8665288-2025908,2022-04-30,Shipped,Amazon,Saree,1,620,DELHI
408-6732772-4525113,2022-04-30,Shipped - Delivered to Buyer,Merchant,Set,1,0,MAHARASHTRA
171-7068385-2777168,2022-04-30,Shipped - Delivered to Buyer,Merchant,Set,1,631,MAHARASHTRA
405-9930530-1209919,2022-04-30,Shipped,Amazon,kurta,1,499,MADHYA PRADESH
407-0288006-5535531,2022-04-30,Shipped,Amazon,Western Dress,1,807,TELANGANA
403-6363820-3080315,2022-04-30,Shipped,Amazon,Set,1,666,PUDUCHERRY
408-7937211-8974712,2022-04-30,Shipped,Amazon,Set,1,0,MAHARASHTRA
407-4283259-6933941,2022-04-30,Shipped,Amazon,kurta,1,329,TAMIL NADU
407-3630361-4581152,2022-04-30,Cancelled,Amazon,kurta,0,,TAMIL NADU
408-6348199-2089932,2022-04-30,Shipped,Amazon,Set,1,0,JHARKHAND
408-5824761-8505932,2022-04-30,Shipped - Delivered to Buyer,Merchant,kurta,1,399,UTTAR PRADESH
406-0673842-3693910,2022-04-30,Shipped,Amazon,kurta,1,399,KARNATAKA
405-0722232-7258752,2022-04-30,Shipped,Amazon,kurta,1,487,MADHYA PRADESH
408-0224364-7467540,2022-04-30,Shipped,Amazon,Set,1,1033,DELHI
408-2445040-0957913,2022-04-30,Shipped,Amazon,Top,1,625,KARNATAKA
406-8412164-3153129,2022-04-30,Shipped,Amazon,Top,1,432,MAHARASHTRA
407-5524319-6977912,2022-04-30,Cancelled,Amazon,kurta,0,,KERALA
407-7757868-6086759,2022-04-30,Shipped,Amazon,Set,1,1115,DELHI
171-5065107-7793119,2022-04-30,Shipped,Amazon,kurta,1,511,UTTAR PRADESH
403-0216195-8439543,2022-04-30,Shipped,Amazon,Set,1,599,ODISHA
402-9874837-4557125,2022-04-30,Shipped,Amazon,Top,1,545,MAHARASHTRA
408-8892348-9765950,2022-04-30,Shipped,Amazon,kurta,1,353,MAHARASHTRA
408-6417023-0253911,2022-04-30,Shipped,Amazon,Set,1,563,MAHARASHTRA
407-4004149-2857161,2022-04-30,Shipped,Amazon,Top,1,487,MAHARASHTRA
404-6408992-6781106,2022-04-30,Shipped,Amazon,kurta,1,352,TAMIL NADU
407-9345273-2408359,2022-04-30,Shipped,Amazon,kurta,1,376,TAMIL NADU
408-0266080-9401113,2022-04-30,Shipped - Returned to Seller,Merchant,Top,1,599,HARYANA
404-6096382-3389133,2022-04-30,Shipped - Delivered to Buyer,Merchant,Blouse,1,329,PUNJAB
405-9737320-3923530,2022-04-30,Shipped,Amazon,Set,1,1133,GOA
402-7908398-5262750,2022-04-30,Shipped,Amazon,Set,1,684,MANIPUR
407-6861831-9368312,2022-04-30,Cancelled,Amazon,Set,0,,ASSAM
406-4290163-4557960,2022-04-30,Cancelled,Amazon,kurta,1,435,TELANGANA
405-9000587-4386763,2022-04-30,Shipped,Amazon,kurta,1,399,MAHARASHTRA
405-9000587-4386763,2022-04-30,Shipped,Amazon,kurta,1,399,MAHARASHTRA
404-7760595-7490722,2022-04-30,Cancelled,Amazon,kurta,1,399,KARNATAKA
403-8206114-6438765,2022-04-30,Shipped,Amazon,Set,1,788,WEST BENGAL
404-6734371-2217151,2022-04-30,Shipped - Delivered to Buyer,Merchant,kurta,1,549,KARNATAKA
403-9844758-9663515,2022-04-30,Shipped,Amazon,Set,1,654,MAHARASHTRA
402-1037282-5400318,2022-04-30,Shipped,Amazon,kurta,1,399,MAHARASHTRA
408-6497115-2636366,2022-04-30,Shipped - Delivered to Buyer,Merchant,Set,1,599,TELANGANA
408-2311178-4563550,2022-04-30,Shipped,Amazon,Set,1,874,TELANGANA
171-7904830-1900363,2022-04-30,Shipped - Delivered to Buyer,Merchant,kurta,1,533,TELANGANA
406-9476969-2801163,2022-04-30,Shipped,Amazon,kurta,1,399,KARNATAKA
403-2867551-8904322,2022-04-30,Shipped,Amazon,Western Dress,1,744,KARNATAKA
407-0133690-8157926,2022-04-30,Shipped,Amazon,kurta,1,499,Gujarat
402-2892726-4411563,2022-04-30,Cancelled,Amazon,kurta,1,399,MAHARASHTRA
402-9688522-2179563,2022-04-30,Shipped,Amazon,kurta,1,376,ANDHRA PRADESH
404-7977517-7125147,2022-04-30,Shipped,Amazon,kurta,1,486,KARNATAKA
403-4009455-2766717,2022-04-30,Shipped,Amazon,kurta,1,399,RAJASTHAN
408-8960391-6097167,2022-04-30,Cancelled,Amazon,kurta,0,,MAHARASHTRA
406-9811989-3946709,2022-04-30,Shipped,Amazon,kurta,1,424,MAHARASHTRA
406-0361691-7797129,2022-04-30,Shipped - Delivered to Buyer,Merchant,kurta,1,362,MAHARASHTRA
408-9628391-5712365,2022-04-30,Shipped,Amazon,Top,1,599,PUNJAB
408-1587720-2667552,2022-04-30,Shipped,Amazon,Set,1,597,WEST BENGAL
171-5980259-5726757,2022-04-30,Shipped,Amazon,Top,1,487,TELANGANA
405-2266530-9531500,2022-04-30,Shipped - Delivered to Buyer,Merchant,Set,1,563,MAHARASHTRA
408-3468189-1632369,2022-04-30,Shipped,Amazon,kurta,1,487,TAMIL NADU
402-8199412-5613164,2022-04-30,Shipped,Amazon,Set,1,1099,MADHYA PRADESH
406-8049367-7383569,2022-04-30,Shipped,Amazon,Set,1,654,HARYANA
404-4084311-5014713,2022-04-30,Shipped,Amazon,kurta,1,329,TELANGANA
405-4491602-9761902,2022-04-30,Cancelled,Amazon,Western Dress,0,,CHHATTISGARH
404-3973098-9107502,2022-04-30,Shipped,Amazon,Set,1,1186,ODISHA
404-8364446-3952321,2022-04-30,Shipped,Amazon,Western Dress,1,588,ANDHRA PRADESH
408-4378624-3886712,2022-04-30,Cancelled,Amazon,kurta,0,,UTTAR PRADESH
408-2058872-0942730,2022-04-30,Shipped,Amazon,kurta,1,329,ANDHRA PRADESH
408-2058872-0942730,2022-04-30,Shipped,Amazon,kurta,1,259,ANDHRA PRADESH
404-5141245-7726736,2022-04-30,Shipped,Amazon,kurta,1,487,ANDHRA PRADESH
405-5489495-6651552,2022-04-30,Shipped - Delivered to Buyer,Merchant,Set,1,549,UTTARAKHAND
171-6816175-3049154,2022-04-30,Shipped,Amazon,Set,1,626,ANDHRA PRADESH
408-7342331-1733136,2022-04-30,Cancelled,Amazon,kurta,0,,MAHARASHTRA
402-1721558-6618710,2022-04-30,Cancelled,Merchant,kurta,0,570.48,TELANGANA
406-2138801-8731538,2022-04-30,Shipped - Delivered to Buyer,Merchant,kurta,1,319,TAMIL NADU
407-1271803-1705135,2022-04-30,Shipped,Amazon,Top,1,518,UTTAR PRADESH
408-0666162-2209142,2022-04-30,Shipped,Amazon,Ethnic Dress,1,899,RAJASTHAN
404-8344681-3468344,2022-04-30,Shipped,Amazon,Western Dress,1,807,UTTAR PRADESH
405-5365766-8023559,2022-04-30,Shipped - Delivered to Buyer,Merchant,Top,1,463,TELANGANA
405-2729845-2846741,2022-04-30,Shipped,Amazon,Set,1,653,KARNATAKA
407-7312276-7007540,2022-04-30,Shipped,Amazon,Set,1,1140,DELHI
407-6910434-1793162,2022-04-30,Cancelled,Amazon,kurta,0,,ODISHA
407-7361111-8973957,2022-04-30,Shipped,Amazon,Set,1,1260,UTTAR PRADESH
406-2349830-7633129,2022-04-30,Shipped,Amazon,Set,1,909,TELANGANA
404-0553710-6997951,2022-04-30,Cancelled,Amazon,kurta,0,,Gujarat
404-5682813-1706729,2022-04-30,Shipped,Amazon,Set,1,968,DELHI
171-0355946-6502712,2022-04-30,Shipped,Amazon,Set,1,788,MAHARASHTRA
405-5141255-1451535,2022-04-30,Shipped,Amazon,Western Dress,1,771,WEST BENGAL
402-4712282-7084353,2022-04-30,Shipped,Amazon,kurta,1,399,MAHARASHTRA
408-4929717-0247504,2022-04-30,Shipped,Amazon,Set,1,888,ANDHRA PRADESH
408-4929717-0247504,2022-04-30,Shipped,Amazon,Set,1,1221,ANDHRA PRADESH
407-0903946-2097158,2022-04-30,Shipped,Amazon,kurta,1,399,KERALA
403-3362230-0094739,2022-04-30,Shipped - Delivered to Buyer,Merchant,kurta,1,471,KARNATAKA
404-2227887-7441969,2022-04-30,Shipped,Amazon,Set,1,545,MAHARASHTRA
407-8016372-7101131,2022-04-30,Shipped,Amazon,Set,1,968,UTTAR PRADESH
407-2520173-9985116,2022-04-30,Shipped,Amazon,kurta,1,499,Gujarat
407-3257788-4892350,2022-04-30,Shipped,Amazon,kurta,1,399,ANDHRA PRADESH
408-7201398-0382766,2022-04-30,Shipped,Amazon,kurta,1,399,Gujarat
407-1181422-6183500,2022-04-30,Cancelled,Amazon,Set,0,,KARNATAKA
408-6235816-9261123,2022-04-30,Cancelled,Amazon,kurta,1,471,KARNATAKA
408-5823964-2421167,2022-04-30,Cancelled,Merchant,kurta,0,386.67,KARNATAKA
408-2752424-0976355,2022-04-30,Cancelled,Merchant,kurta,0,452.38,BIHAR
408-1221783-1443515,2022-04-30,Shipped,Amazon,Set,1,1112,MAHARASHTRA
404-3977029-4836363,2022-04-30,Cancelled,Amazon,Set,0,,MAHARASHTRA
406-6993846-8855562,2022-04-30,Shipped,Amazon,Set,1,1338,UTTARAKHAND
405-5018129-4536368,2022-04-30,Shipped,Amazon,kurta,1,517,KARNATAKA
406-3787864-1268330,2022-04-30,Shipped,Amazon,kurta,1,329,MAHARASHTRA
171-8504713-0689107,2022-04-30,Shipped,Amazon,Western Dress,1,725,UTTAR PRADESH
402-9564773-1029157,2022-04-30,Shipped,Amazon,kurta,1,363,RAJASTHAN
405-4930362-9342759,2022-04-30,Shipped,Amazon,Set,1,666,ODISHA
402-4976284-7401969,2022-04-30,Cancelled,Amazon,Set,0,,HARYANA
404-7724638-9574745,2022-04-30,Cancelled,Amazon,Western Dress,1,588,ANDHRA PRADESH
408-9182064-6638723,2022-04-30,Shipped,Amazon,Set,1,449,TAMIL NADU
171-9163388-0505130,2022-04-30,Shipped,Amazon,Set,1,696,WEST BENGAL
171-4737030-9245958,2022-04-30,Shipped,Amazon,kurta,1,459,HIMACHAL PRADESH
402-3889665-2309117,2022-04-30,Shipped - Delivered to Buyer,Merchant,Top,1,625,MAHARASHTRA
404-0489249-5004350,2022-04-30,Shipped,Amazon,Set,1,654,UTTAR PRADESH
402-5795462-7785129,2022-04-30,Shipped,Amazon,kurta,1,399,MAHARASHTRA
402-1771710-8988341,2022-04-30,Shipped,Amazon,Set,1,595,TAMIL NADU
407-8782240-5186712,2022-04-30,Shipped,Amazon,Set,1,597,MAHARASHTRA
406-1146171-5116306,2022-04-30,Shipped,Amazon,Set,1,582,DELHI
405-4454054-5598720,2022-04-30,Shipped,Amazon,Set,1,612,MAHARASHTRA
405-0904566-9930731,2022-04-30,Shipped,Amazon,Set,1,654,UTTAR PRADESH
405-2826187-6916328,2022-04-30,Shipped - Delivered to Buyer,Merchant,Top,1,518,DELHI
404-5926144-0737167,2022-04-30,Shipped,Amazon,Set,1,820,MADHYA PRADESH
407-0010438-9058746,2022-04-30,Shipped,Amazon,Set,1,801,UTTAR PRADESH
405-7730926-6032325,2022-04-30,Cancelled,Merchant,kurta,0,,UTTAR PRADESH
171-6907664-7672347,2022-04-30,Shipped,Amazon,kurta,1,399,MAHARASHTRA
404-0072596-3665116,2022-04-30,Shipped,Amazon,Top,1,540,KERALA
406-8833813-9606757,2022-04-30,Shipped,Amazon,Set,1,1338,KERALA
408-3892272-6235562,2022-04-30,Shipped,Amazon,Top,1,540,WEST BENGAL
171-9584070-4172351,2022-04-30,Shipped,Amazon,Top,1,625,TELANGANA
402-1220435-6391519,2022-04-30,Shipped - Delivered to Buyer,Merchant,kurta,1,364,MAHARASHTRA
404-5137687-4471546,2022-04-30,Shipped,Amazon,kurta,1,429,CHHATTISGARH
171-0065908-0641927,2022-04-30,Cancelled,Amazon,Western Dress,1,899,KARNATAKA
403-3416641-9569165,2022-04-30,Cancelled,Amazon,Set,0,,PUNJAB
404-1694926-5861958,2022-04-30,Shipped,Amazon,Set,1,1126,ODISHA
402-5767256-6281114,2022-04-30,Shipped,Amazon,Set,1,788,KARNATAKA
403-3410267-0750719,2022-04-30,Shipped,Amazon,Top,1,432,MAHARASHTRA
403-9122678-2549117,2022-04-30,Shipped,Amazon,kurta,1,376,TELANGANA
402-7676083-2016323,2022-04-30,Shipped,Amazon,Western Dress,1,725,TELANGANA
404-7830524-8312347,2022-04-30,Shipped,Amazon,Western Dress,1,744,TELANGANA
402-5917367-0340362,2022-04-30,Shipped - Delivered to Buyer,Merchant,Western Dress,1,825,Gujarat
408-7154712-8009957,2022-04-30,Shipped,Amazon,kurta,1,399,TAMIL NADU
402-6250862-8853945,2022-04-30,Shipped,Amazon,Set,1,1213,TRIPURA
406-0002738-2742749,2022-04-30,Shipped,Amazon,Set,1,680,RAJASTHAN
403-6658095-6765934,2022-04-30,Shipped - Delivered to Buyer,Merchant,kurta,1,568,HARYANA
402-7304691-3952343,2022-04-30,Shipped,Amazon,Set,1,939,TELANGANA
407-6959497-7065133,2022-04-30,Shipped,Amazon,Top,1,279,KARNATAKA
406-0117804-3287554,2022-04-30,Shipped,Amazon,kurta,1,487,JHARKHAND
407-9183800-1013951,2022-04-30,Shipped,Amazon,kurta,1,458,Gujarat
405-0930056-6437111,2022-04-30,Shipped,Amazon,kurta,1,692,UTTAR PRADESH
405-7472210-7516334,2022-04-30,Shipped,Amazon,Top,1,469,TELANGANA
408-4366006-6437145,2022-04-30,Shipped,Amazon,kurta,1,399,UTTAR PRADESH
403-3676854-5721945,2022-04-30,Shipped,Amazon,Set,1,599,UTTAR PRADESH
408-6618566-0057120,2022-04-30,Shipped,Amazon,Set,1,680,KARNATAKA
171-7822891-4076363,2022-04-30,Cancelled,Amazon,Set,0,,GOA
406-3015774-3032307,2022-04-30,Shipped,Amazon,Saree,1,989,Gujarat
407-8925293-2306747,2022-04-30,Shipped - Delivered to Buyer,Merchant,Set,1,1099,JAMMU & KASHMIR
402-7386453-2621962,2022-04-30,Shipped,Amazon,Western Dress,1,588,MAHARASHTRA
405-7939580-3974740,2022-04-30,Cancelled,Amazon,Set,1,999,UTTAR PRADESH
402-1304000-3677964,2022-04-30,Shipped,Amazon,kurta,1,487,TELANGANA
403-7294367-8346767,2022-04-30,Shipped,Amazon,Set,1,653,ANDHRA PRADESH
403-7294367-8346767,2022-04-30,Shipped,Amazon,Set,1,496,ANDHRA PRADESH
406-3069661-8992322,2022-04-30,Shipped,Amazon,kurta,1,319,UTTAR PRADESH
405-6917473-7822701,2022-04-30,Cancelled,Amazon,Set,0,,TELANGANA
405-2853362-9249968,2022-04-30,Shipped,Amazon,Set,1,1112,KARNATAKA
408-5685967-2798764,2022-04-30,Shipped,Amazon,kurta,1,517,UTTAR PRADESH
407-1521483-6236364,2022-04-30,Shipped,Amazon,Set,1,597,TAMIL NADU
407-3192826-3199543,2022-04-30,Shipped,Amazon,Set,1,1099,PUNJAB
405-6680529-6046716,2022-04-30,Shipped,Amazon,kurta,1,375,DELHI
407-3789221-2643524,2022-04-30,Shipped,Amazon,kurta,1,517,TAMIL NADU
171-0201364-0214715,2022-04-30,Shipped,Amazon,Set,1,692,RAJASTHAN
404-5782230-8762723,2022-04-30,Shipped,Amazon,kurta,1,486,MAHARASHTRA
404-2222453-6739538,2022-04-30,Shipped - Delivered to Buyer,Merchant,Set,1,696,MAHARASHTRA
408-7009060-8830716,2022-04-30,Shipped,Amazon,Set,1,1115,KERALA
402-3663529-2350713,2022-04-30,Shipped,Amazon,Set,1,597,UTTAR PRADESH
406-6439645-8186752,2022-04-30,Shipped,Amazon,Set,1,1115,MANIPUR
407-1487637-6585969,2022-04-30,Cancelled,Amazon,kurta,1,329,TAMIL NADU
407-0632004-8093157,2022-04-30,Cancelled,Amazon,kurta,1,318,TAMIL NADU
402-9211704-8331565,2022-04-30,Shipped - Delivered to Buyer,Merchant,kurta,1,499,TAMIL NADU
